Freq.	V(n006)
6.62262242965175e+04	(-3.54939970212864e+01dB,-1.58194886784787e+02°)
6.77688312278398e+04	(-3.58721762236043e+01dB,-1.58689935103443e+02°)
6.93473700905056e+04	(-3.62512410490645e+01dB,-1.59176343312006e+02°)
7.09626778467143e+04	(-3.66311595271619e+01dB,-1.59654212782183e+02°)
7.26156109540195e+04	(-3.70119005431667e+01dB,-1.60123648774935e+02°)
7.43070458194337e+04	(-3.73934338402433e+01dB,-1.60584760122181e+02°)
7.60378792641114e+04	(-3.77757300191383e+01dB,-1.61037658919256e+02°)
7.78090289988552e+04	(-3.81587605356292e+01dB,-1.61482460228553e+02°)
7.96214341106986e+04	(-3.85424976959249e+01dB,-1.61919281794738e+02°)
8.14760555608216e+04	(-3.89269146501993e+01dB,-1.62348243771785e+02°)
8.33738766940661e+04	(-3.93119853844354e+01dB,-1.62769468462007e+02°)
8.53159037603176e+04	(-3.96976847107482e+01dB,-1.63183080067173e+02°)
8.73031664480322e+04	(-4.00839882563486e+01dB,-1.63589204451746e+02°)
8.93367184301916e+04	(-4.04708724513000e+01dB,-1.63987968918170e+02°)
9.14176379229740e+04	(-4.08583145152146e+01dB,-1.64379501994133e+02°)
9.35470282574386e+04	(-4.12462924430241e+01dB,-1.64763933231630e+02°)
9.57260184645266e+04	(-4.16347849899551e+01dB,-1.65141393017643e+02°)
9.79557638736881e+04	(-4.20237716558283e+01dB,-1.65512012396194e+02°)
1.00000000000000e+05	(-4.23730970031285e+01dB,-1.65838746345861e+02°)
